Index,Region,LegislativeDistrict,Municipality,DistrictEngineeringOffice,ProjectID,ProjectDescription,TypeofWork,FundingYear,ContractID,ABC_String,ContractCost_String,CompletionDateActual,Contractor,StartDate,Latitude,Longitude,ContractCost,Turnaround Time (Days)
7208,Region V,ALBAY (FIRST LEGISLATIVE DISTRICT),CITY OF TABACO (ALBAY),Albay 1st District Engineering Office,P00740496LZ,"Construction/Extension of Salvacion Seawall (Phase 4), Tabaco City, Albay",Construction of Flood Mitigation Structure,2023,23FA0057,96499998.97,96500000,2024-04-21,"DSB CONSTRUCTION  & SUPPLY, INC. (FORMERLY: DSB CO",2023-08-23,13.34121389,123.7405361,96500000.0,242
7209,Region VII,MANDAUE CITY (LEGISLATIVE DISTRICT),MANDAUE CITY (CEBU),Cebu 6th District Engineering Office,P00733264VS,"Construction of Flood Control Structure along Butuanon River Upstream, Barangay Maguikay, Mandaue City, Cebu",Construction of Flood Mitigation Structure,2023,23HN0128,96500000,96398888,2023-11-29,QUIRANTE CONSTRUCTION CORPORATION (FORMERLY: QUIRANTE CONSTRUCTION),2023-05-12,10.342084,123.947243,96398888.0,201
7215,Region V,SORSOGON (FIRST LEGISLATIVE DISTRICT),CITY OF SORSOGON (CAPITAL) (SORSOGON),Sorsogon District Engineering Office,P00742193LZ,"Construction of River Control at Sitio Gayong, Brgy. Sto Niño, Bacon District, Sorsogon City",Construction of Flood Mitigation Structure,2023,23FK0030,69299990.63,69206320.09,2024-01-24,ALPHA RYDER CONSTRUCTION & SUPPLIES,2023-04-19,13.10654657,123.94760472,69206320.09,280
7218,Region V,SORSOGON (SECOND LEGISLATIVE DISTRICT),BULAN (SORSOGON),Sorsogon 2nd District Engineering Office,P00725895LZ,"Construction of Golpeo Street Flood Control Project, Managanaga-Zone 7 Phase 1, Bulan, Sorsogon",Construction of Flood Mitigation Structure,2023,23FL0007,96500000,96500000,2024-08-18,HI-TONE CONSTRUCTION & DEVELOPMENT CORP. (FORMERLY,2023-06-08,12.67152,123.87828,96500000.0,437
7221,Region VII,MANDAUE CITY (LEGISLATIVE DISTRICT),MANDAUE CITY (CEBU),Cebu 6th District Engineering Office,P00721831VS,"Construction/Improvement of Flood Control Structure along Butuanon River, Brgy. Alang-Alang, Mandaue City, Cebu",Construction of Flood Mitigation Structure,2023,23HN0050,39200000,39150000,2023-10-05,ON POINT CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY:ON POINT CONSTRUCTION),2023-05-11,10.341349,123.948461,39150000.0,147
7228,Region V,SORSOGON (FIRST LEGISLATIVE DISTRICT),CITY OF SORSOGON (CAPITAL) (SORSOGON),Sorsogon District Engineering Office,P00742484LZ,"Construction of River Bank Protection Works along Gayong River, Brgy. Sto. Nino, Bacon District, Sorsogon City",Construction of Flood Mitigation Structure,2023,23FK0031,49499985.92,49493043.02,2023-11-17,ALPHA RYDER CONSTRUCTION & SUPPLIES,2023-03-27,13.105489,123.948748,49493043.02,235
7230,Region V,SORSOGON (FIRST LEGISLATIVE DISTRICT),CITY OF SORSOGON (CAPITAL) (SORSOGON),Sorsogon District Engineering Office,P00725896LZ,"Construction/Rehabilitation of Drainage System at Brgy. Balogo, Sorsogon City",Construction of Drainage Structure,2023,23FK0106,96499986.55,96499897.52,2024-06-25,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC. / CHEEREL CONSTRUCTION & SUPPLY,2023-08-31,12.975698,124.011307,96499897.52,299
7231,Region V,MASBATE (THIRD LEGISLATIVE DISTRICT),DIMASALANG (MASBATE),Masbate 3rd District Engineering Office,P00726304LZ,"Construction of Flood Control Concrete Revetment at Gaid River, Upstream Leftside, Barangay Gaid, Sta. 0+634.00 - Sta. 0+796.00, Dimasalang, Masbate",Construction of Flood Mitigation Structure,2023,23FJ0021,39000160.77,38786902.99,2023-09-25,NEXT GENERATION CONSTRUCTION AND SUPPLY CORPORATION,2023-05-12,12.176237,123.87855,38786902.99,136
7233,Region V,ALBAY (FIRST LEGISLATIVE DISTRICT),CITY OF TABACO (ALBAY),Albay 1st District Engineering Office,P00740499LZ,"Construction/Extension of San Lorenzo Seawall (Phase 3), Tabaco City, Albay",Construction of Flood Mitigation Structure,2023,23FA0034,Clustered with Contract ID 23FA0034,96500000,2024-03-06,"DSB CONSTRUCTION  & SUPPLY, INC. (FORMERLY: DSB CO",2023-05-15,13.33926825,123.74063383,96500000.0,296
7234,Region VII,CEBU CITY (SECOND LEGISLATIVE DISTRICT),CEBU CITY (CAPITAL) (CEBU),Cebu City District Engineering Office,P00732026VS,"Construction of Flood Mitigation Structure, Barangay Labangon, Cebu City, Cebu",Construction of Flood Mitigation Structure,2023,23HH0125,4950000,4938694.26,2024-02-17,BELCONSTRUCT CORPORATION,2023-10-17,10.306198,123.879074,4938694.26,123
7236,Region V,SORSOGON (SECOND LEGISLATIVE DISTRICT),IROSIN (SORSOGON),Sorsogon 2nd District Engineering Office,P00725905LZ,"Rehabilitation/ Improvement of Flood Protection Measures along Cogon River, Irosin, Sorsogon",Rehabilitation / Major Repair of Flood Control Structure,2023,23FL0048,115800000,115793368.54,2024-05-17,HI-TONE CONSTRUCTION & DEVELOPMENT CORP. (FORMERLY / CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,2023-06-08,12.753454,124.01398,115793368.54,344
7241,Region X,MISAMIS OCCIDENTAL (SECOND LEGISLATIVE DISTRICT),TANGUB CITY (MISAMIS OCCIDENTAL),Misamis Occidental 2nd District Engineering Office,P00721379MN,"Construction of Slope Protection (Downstream) of Migcanaway Bridge I along Ozamiz - Pagadian Road, Tangub City, Misamis Occidental",Construction of Slope Protection Structure,2023,23KJ0021,49000000,47530000,2024-12-22,MINDANAO ROCK,2023-02-10,8.076236,123.740718,47530000.0,681
7244,Region VII,CEBU (FIRST LEGISLATIVE DISTRICT),SIBONGA (CEBU),Cebu 1st District Engineering Office,P00721670VS,"Construction of Drainage System along Sibonga-Dumanjug Road, K0051 + (-450) - K0051 + (-050), Sibonga, Cebu",Construction of Drainage Structure,2023,23HE0093,4900000,4850000,2023-05-29,647 CONSTRUCTION AND DEVELOPMENT CORPORATION,2023-02-15,10.016356,123.616398,4850000.0,103
7245,Region V,MASBATE (THIRD LEGISLATIVE DISTRICT),USON (MASBATE),Masbate 3rd District Engineering Office,P00727225LZ,"Construction of Pinangapugan Flood Control, Sta. 0+000.00 - Sta. 0+146.00, Upstream Right Side, Barangay Quezon, Uson, Masbate",Construction of Flood Mitigation Structure,2023,23FJ0023,31171010.57,31162943.24,2023-09-11,RED DIAMOND CONSTRUCTION AND SUPPLY CORPORATION (FORMERLY: RED DIAMOND CONSTRUCTION),2023-04-18,12.189699,123.80593,31162943.24,146
7248,Region VII,CEBU (SIXTH LEGISLATIVE DISTRICT),CONSOLACION (CEBU),Cebu 6th District Engineering Office,P00721978VS,"Construction of Flood Control Structure along Cansaga River, Barangay Danglag to Barangay Polog, Consolacion, Cebu",Construction of Flood Mitigation Structure,2023,23HN0092,96500000,96500000,2023-11-28,QUIRANTE CONSTRUCTION CORPORATION (FORMERLY: QUIRANTE CONSTRUCTION) / ZLREJ TRADING AND CONSTRUCTION CORPORATION,2023-03-21,10.402062,123.950751,96500000.0,252
7249,Region V,MASBATE (THIRD LEGISLATIVE DISTRICT),DIMASALANG (MASBATE),Masbate 3rd District Engineering Office,P00727224LZ,"Construction of Gaid Flood Control, Sta. 0+796.00 - Sta. 0+937.00, Upstream Left Side, Barangay Gaid, Dimasalang, Masbate",Construction of Flood Mitigation Structure,2023,23FJ0022,37208477.29,37198373.92,2024-02-06,GACT ENTERPRISES,2023-06-09,12.176363,123.879588,37198373.92,242
7252,Region V,MASBATE (SECOND LEGISLATIVE DISTRICT),BALENO (MASBATE),Masbate 2nd District Engineering Office,P00725888LZ,"Construction of Flood Control System along Batuila River, Sta. 0+143.40 - Sta. 0+323.40 (Upstream, Both Sides), Baleno, Masbate",Construction of Flood Mitigation Structure,2023,23FI0017,51144977.9,51145000,2023-07-28,SPRING STAR CONSTRUCTION AND SUPPLY,2023-04-05,12.456875,123.495935,51145000.0,114
7255,Region VII,CEBU (SIXTH LEGISLATIVE DISTRICT),CONSOLACION (CEBU),Cebu 6th District Engineering Office,P00722001VS,"Construction of Flood Control Structure along Cansaga River, Barangay Danglag, Consolacion, Cebu",Construction of Flood Mitigation Structure,2023,23HN0088,8073240,8067898.81,2023-06-27,NEOVENTURES CONSTRUCTION,2023-03-08,10.401768,123.951002,8067898.81,111
7261,Region VII,CEBU (FIRST LEGISLATIVE DISTRICT),SIBONGA (CEBU),Cebu 1st District Engineering Office,P00721542VS,"Construction of Seawall protecting Regional Mobile Force Batallion 7 at Camp Cederino Genovia, Barangay Bahay, Sibonga, Cebu",Construction of Flood Mitigation Structure,2023,23HE0094,53075000,53060000,2023-09-19,JANUARY BUILDERS,2023-03-06,10.008642,123.620079,53060000.0,197
7262,Region V,SORSOGON (FIRST LEGISLATIVE DISTRICT),CITY OF SORSOGON (CAPITAL) (SORSOGON),Sorsogon District Engineering Office,P00726321LZ,"Construction of Flood Protection Measures along Cawayan River, Brgy. Gimaloto and Brgy. Barayong, Sorsogon City",Construction of Flood Mitigation Structure,2023,23FK0011,39199987.79,38006678.27,2023-09-18,STEVEN CONSTRUCTION & SUPPLY,2023-02-22,12.968041,123.952606,38006678.27,208
